id_cliente,nombre,ciudad,edad,fecha_registro,monto_compra,categoria
58,Pedro Gómez,CDMX,19.0,2023-04-10,118.05191261552488,Electrónica
59,Pedro Gómez,Santiago,24.0,2023-02-15,192.67077793901535,Electrónica
60,Diego Morales,Bogotá,35.0,2023-01-15,156.2788226735771,Ropa
61,Juan Torres,Bogotá,44.0,2023-01-15,219.2136409255259,Ropa
62,Pedro Gómez,Bogotá,51.0,,71.47496981884115,Hogar
63,Luis Pérez,Lima,44.0,2023-10-03,179.8700034924929,Ropa
64,Diego Morales,Bogotá,34.0,2023-10-03,158.99470755767393,Electrónica
65,Luis Pérez,CDMX,60.0,2023-02-15,195.9158303001157,Electrónica
66,Diego Morales,Santiago,61.0,2023-04-10,179.7377170832643,Hogar
67,Juan Torres,Santiago,68.0,2023-10-03,145.0830186602625,Hogar
68,Andres Silva,Lima,45.0,,178.195456002618,Electrónica
69,Carla Díaz,CDMX,41.0,2023-02-15,219.2136409255259,Hogar
70,Valentina Cruz,Lima,42.0,2023-02-15,232.10075800681847,Ropa
71,Andres Silva,Lima,24.0,,100.43038252718463,Ropa
72,Sofía Ramírez,Santiago,69.0,2023-04-10,200.4908544671317,Hogar
73,Luis Pérez,Bogotá,23.0,,219.60011431722995,Electrónica
74,Sofía Ramírez,CDMX,45.0,2023-04-10,187.94642948933824,Ropa
75,Andres Silva,Santiago,41.0,,229.72525316124865,Ropa
76,Diego Morales,CDMX,50.0,,179.7377170832643,Electrónica
77,Valentina Cruz,Lima,66.0,2023-01-15,264.5471286295371,Electrónica
78,Valentina Cruz,Lima,46.0,2023-02-15,135.1218248320004,Hogar
79,Ana García,Santiago,60.0,,271.98762031696367,Hogar
80,Valentina Cruz,Lima,39.0,,141.34640878580652,Electrónica
81,Carla Díaz,Santiago,43.0,2023-10-03,156.2788226735771,Hogar
82,Valentina Cruz,CDMX,45.0,2023-02-15,142.49722064837366,Ropa
83,Andres Silva,Lima,67.0,2023-10-03,77.99745587028528,Hogar
84,Ana García,Bogotá,38.0,2023-02-15,95.1862456552399,Hogar
85,Andres Silva,Bogotá,66.0,2023-10-03,199.0882743495797,Ropa
86,Andres Silva,Bogotá,24.0,,198.20435841441787,Hogar
87,María López,Santiago,34.0,,179.7377170832643,Electrónica
88,Ana García,Bogotá,37.0,2023-01-15,135.1218248320004,Ropa
89,Andres Silva,Bogotá,58.0,2023-10-03,232.10075800681847,Hogar
90,María López,Bogotá,66.0,2023-04-10,42.33049431981426,Electrónica
91,María López,Bogotá,37.0,2023-01-15,209.47352444623203,Electrónica
92,Ana García,Bogotá,45.0,2023-10-03,135.9662461566613,Electrónica
93,Sofía Ramírez,Lima,39.0,2023-10-03,155.21005519759382,Ropa
94,Diego Morales,Lima,45.0,2023-01-15,112.30177055666618,Ropa
95,Carla Díaz,Bogotá,57.0,,195.9158303001157,Electrónica
96,Diego Morales,Santiago,66.0,2023-10-03,141.34640878580652,Electrónica
97,Valentina Cruz,Lima,24.0,,155.21005519759382,Ropa
98,Carla Díaz,Santiago,18.0,2023-01-15,262.62179026721543,Electrónica
99,Valentina Cruz,Lima,49.0,,94.82053413921145,Electrónica
100,Andres Silva,Lima,30.0,2023-02-15,118.05191261552488,Electrónica
101,Luis Pérez,Bogotá,47.0,2023-04-10,88.61960924315038,Electrónica
102,Ana García,Bogotá,40.0,2023-10-03,133.75843082456888,Electrónica
103,Carla Díaz,Bogotá,68.0,2023-04-10,164.0595711984688,Electrónica
104,Carla Díaz,Lima,36.0,,135.9662461566613,Ropa
105,Andres Silva,CDMX,49.0,2023-10-03,271.98762031696367,Hogar
106,Sofía Ramírez,Santiago,47.0,,155.21005519759382,Hogar
107,María López,Santiago,46.0,2023-02-15,100.57044464245412,Electrónica
108,Andres Silva,CDMX,66.0,2023-01-15,94.82053413921145,Electrónica
109,Pedro Gómez,Bogotá,62.0,2023-10-03,192.67077793901535,Electrónica
110,María López,CDMX,46.0,2023-02-15,146.8703436050239,Electrónica
111,Ana García,Bogotá,47.0,2023-02-15,187.94642948933824,Ropa
112,María López,CDMX,33.0,2023-10-03,219.2136409255259,Electrónica
113,Sofía Ramírez,Santiago,57.0,,192.67077793901535,Ropa
114,María López,Bogotá,36.0,2023-02-15,209.47352444623203,Ropa
115,Ana García,Santiago,35.0,2023-04-10,142.49722064837366,Hogar
116,Sofía Ramírez,CDMX,18.0,2023-02-15,218.78534066558095,Electrónica
117,Diego Morales,Santiago,31.0,,219.2136409255259,Electrónica
118,Carla Díaz,Lima,68.0,,185.0586371155449,Electrónica
119,Carla Díaz,Bogotá,64.0,2023-04-10,112.30177055666618,Hogar
120,Valentina Cruz,Santiago,67.0,2023-02-15,155.21005519759382,Ropa
121,Diego Morales,Bogotá,19.0,,88.61960924315038,Electrónica
122,Diego Morales,Bogotá,45.0,2023-10-03,95.1862456552399,Hogar
123,María López,Lima,45.0,2023-01-15,195.9158303001157,Hogar
124,Carla Díaz,Santiago,66.0,2023-01-15,198.20435841441787,Electrónica
125,Ana García,Lima,67.0,2023-01-15,179.8700034924929,Electrónica
126,Juan Torres,Bogotá,47.0,2023-02-15,145.0830186602625,Ropa
127,Juan Torres,Bogotá,55.0,2023-04-10,25.02971425632134,Electrónica
128,Sofía Ramírez,Lima,68.0,,271.98762031696367,Ropa
129,Carla Díaz,Bogotá,21.0,2023-10-03,232.10075800681847,Electrónica
130,Carla Díaz,Lima,18.0,2023-10-03,218.78534066558095,Electrónica
131,Juan Torres,Lima,25.0,2023-02-15,164.0595711984688,Hogar
132,Carla Díaz,Bogotá,46.0,2023-01-15,218.78534066558095,Hogar
133,María López,Santiago,45.0,2023-02-15,71.47496981884115,Hogar
134,Pedro Gómez,Lima,56.0,2023-04-10,209.47352444623203,Electrónica
135,Luis Pérez,Santiago,20.0,2023-04-10,145.0830186602625,Ropa
136,Diego Morales,CDMX,49.0,,209.47352444623203,Electrónica
137,Valentina Cruz,Lima,27.0,,200.4908544671317,Ropa
138,Sofía Ramírez,Bogotá,27.0,2023-04-10,185.0586371155449,Hogar
139,Pedro Gómez,CDMX,36.0,2023-04-10,198.20435841441787,Ropa
140,Juan Torres,CDMX,63.0,2023-04-10,115.5924827411138,Ropa
141,Diego Morales,Lima,51.0,2023-02-15,145.0830186602625,Ropa
142,Carla Díaz,Bogotá,50.0,2023-04-10,198.20435841441787,Electrónica
143,Valentina Cruz,Lima,40.0,2023-10-03,164.0595711984688,Hogar
144,Carla Díaz,Lima,45.0,2023-01-15,100.43038252718463,Electrónica
145,Ana García,Lima,45.0,2023-04-10,179.7377170832643,Electrónica
146,Ana García,Bogotá,49.0,2023-01-15,178.195456002618,Ropa
147,Valentina Cruz,Santiago,67.0,2023-02-15,115.5924827411138,Hogar
148,Valentina Cruz,Santiago,24.0,2023-01-15,67.73006265215541,Ropa
149,Juan Torres,Bogotá,46.0,2023-02-15,155.21005519759382,Hogar
150,Valentina Cruz,Lima,25.0,2023-10-03,218.78534066558095,Hogar
151,María López,Lima,18.0,2023-02-15,200.4908544671317,Ropa
152,Carla Díaz,Lima,45.0,2023-02-15,145.0830186602625,Electrónica
153,Pedro Gómez,Santiago,20.0,,192.67077793901535,Hogar
154,Andres Silva,Lima,41.0,2023-04-10,179.8700034924929,Hogar
155,Valentina Cruz,Lima,40.0,2023-04-10,95.1862456552399,Ropa
156,Sofía Ramírez,Bogotá,25.0,2023-10-03,80.5213766618202,Ropa
157,Ana García,CDMX,45.0,2023-10-03,201.128521600482,Electrónica
158,María López,Bogotá,64.0,2023-04-10,158.99470755767393,Ropa
159,Diego Morales,Lima,54.0,,107.6519325840836,Ropa
160,Andres Silva,Bogotá,20.0,2023-04-10,135.9662461566613,Electrónica
161,Pedro Gómez,Bogotá,68.0,,67.73006265215541,Hogar
162,Andres Silva,Bogotá,50.0,2023-10-03,107.6519325840836,Hogar
163,Valentina Cruz,Lima,45.0,2023-01-15,150.7789523790734,Ropa
164,Juan Torres,Bogotá,64.0,2023-10-03,100.43038252718463,Ropa
165,Ana García,CDMX,25.0,2023-10-03,107.6519325840836,Hogar
166,Ana García,Bogotá,51.0,2023-02-15,150.7789523790734,Electrónica
167,Diego Morales,Bogotá,52.0,2023-02-15,218.78534066558095,Ropa
168,Juan Torres,Bogotá,49.0,2023-02-15,83.84551032962509,Electrónica
169,Carla Díaz,Santiago,41.0,2023-02-15,209.47352444623203,Hogar
170,Luis Pérez,Santiago,31.0,,107.6519325840836,Ropa
171,María López,Lima,49.0,2023-04-10,67.73006265215541,Ropa
172,Ana García,Lima,63.0,2023-01-15,100.57044464245412,Hogar
173,Sofía Ramírez,Bogotá,60.0,2023-10-03,115.5924827411138,Electrónica
174,Ana García,Santiago,33.0,,264.5471286295371,Hogar
175,Andres Silva,Lima,21.0,2023-01-15,155.21005519759382,Electrónica
176,Ana García,Lima,69.0,,146.8703436050239,Electrónica
177,Ana García,Bogotá,54.0,,179.8700034924929,Hogar
178,Luis Pérez,Lima,45.0,2023-10-03,83.84551032962509,Ropa
179,Luis Pérez,Lima,38.0,2023-04-10,146.8703436050239,Ropa
180,Pedro Gómez,CDMX,31.0,2023-02-15,145.0830186602625,Electrónica
181,Carla Díaz,Lima,48.0,2023-04-10,137.79216823546756,Electrónica
182,Sofía Ramírez,CDMX,45.0,2023-10-03,67.73006265215541,Hogar
183,Ana García,CDMX,65.0,2023-10-03,232.10075800681847,Hogar
184,Ana García,Santiago,35.0,2023-10-03,83.84551032962509,Electrónica
185,María López,Santiago,24.0,2023-01-15,185.0586371155449,Hogar
186,Luis Pérez,Lima,27.0,2023-04-10,200.4908544671317,Ropa
187,Sofía Ramírez,Bogotá,24.0,2023-04-10,42.33049431981426,Ropa
188,Diego Morales,Bogotá,50.0,,218.78534066558095,Hogar
189,Pedro Gómez,Lima,40.0,,155.21005519759382,Electrónica
190,Carla Díaz,Lima,38.0,,271.98762031696367,Hogar
191,Juan Torres,Lima,36.0,2023-10-03,219.2136409255259,Ropa
192,Carla Díaz,Bogotá,65.0,2023-04-10,155.21005519759382,Hogar
193,Andres Silva,Bogotá,36.0,2023-10-03,107.6519325840836,Ropa
194,Ana García,Santiago,53.0,2023-01-15,150.7789523790734,Electrónica
195,Pedro Gómez,Lima,46.0,,164.0595711984688,Ropa
196,Andres Silva,CDMX,35.0,2023-10-03,155.21005519759382,Ropa
197,Sofía Ramírez,Bogotá,19.0,2023-10-03,178.195456002618,Hogar
198,Juan Torres,Bogotá,18.0,2023-01-15,77.99745587028528,Hogar
199,Luis Pérez,Lima,64.0,2023-02-15,192.67077793901535,Electrónica
200,Pedro Gómez,Lima,22.0,2023-04-10,219.2136409255259,Hogar
201,Pedro Gómez,CDMX,37.0,2023-02-15,115.5924827411138,Electrónica
202,Ana García,Bogotá,28.0,,71.47496981884115,Electrónica
203,Valentina Cruz,Lima,59.0,2023-10-03,100.57044464245412,Hogar
204,Pedro Gómez,Bogotá,19.0,2023-01-15,198.20435841441787,Ropa
205,María López,Lima,20.0,2023-01-15,112.30177055666618,Electrónica
206,Juan Torres,Lima,40.0,2023-04-10,232.10075800681847,Electrónica
207,Juan Torres,Lima,45.0,2023-02-15,198.20435841441787,Ropa
208,María López,Lima,29.0,2023-04-10,25.02971425632134,Electrónica
209,Diego Morales,Lima,37.0,2023-10-03,142.49722064837366,Hogar
210,María López,Bogotá,22.0,2023-04-10,137.79216823546756,Electrónica
211,María López,Santiago,54.0,2023-01-15,141.34640878580652,Electrónica
212,Juan Torres,Bogotá,55.0,2023-01-15,209.47352444623203,Ropa
213,Carla Díaz,Lima,47.0,,155.21005519759382,Hogar
214,Juan Torres,CDMX,26.0,,115.5924827411138,Ropa
215,Valentina Cruz,CDMX,51.0,2023-10-03,133.75843082456888,Electrónica
216,Ana García,Santiago,45.0,2023-02-15,88.61960924315038,Electrónica
217,Andres Silva,Lima,61.0,2023-04-10,42.33049431981426,Hogar
218,Carla Díaz,Lima,52.0,2023-10-03,185.0586371155449,Ropa
219,Luis Pérez,Bogotá,69.0,,179.7377170832643,Ropa
220,Andres Silva,Bogotá,39.0,2023-04-10,200.4908544671317,Hogar
221,Ana García,Santiago,61.0,,65.35215929023073,Electrónica
222,Valentina Cruz,CDMX,41.0,2023-04-10,229.72525316124865,Hogar
223,Valentina Cruz,Lima,34.0,2023-02-15,200.4908544671317,Hogar
224,Luis Pérez,Santiago,27.0,2023-10-03,187.94642948933824,Hogar
225,Carla Díaz,Lima,47.0,2023-04-10,155.21005519759382,Hogar
226,Diego Morales,Bogotá,63.0,2023-01-15,135.9662461566613,Ropa
227,María López,CDMX,40.0,2023-01-15,150.7789523790734,Electrónica
228,Carla Díaz,Bogotá,49.0,2023-04-10,158.99470755767393,Hogar
229,Diego Morales,Lima,34.0,2023-04-10,195.9158303001157,Electrónica
230,Valentina Cruz,Bogotá,67.0,2023-04-10,135.9662461566613,Electrónica
231,Juan Torres,Bogotá,68.0,2023-01-15,164.0595711984688,Ropa
232,Ana García,Lima,34.0,2023-01-15,42.33049431981426,Electrónica
233,Luis Pérez,Lima,31.0,2023-04-10,100.57044464245412,Ropa
234,Ana García,Santiago,26.0,,179.7377170832643,Ropa
235,Sofía Ramírez,CDMX,57.0,,67.73006265215541,Electrónica
236,Sofía Ramírez,CDMX,19.0,2023-02-15,262.62179026721543,Electrónica
237,Carla Díaz,Bogotá,62.0,2023-10-03,135.9662461566613,Electrónica
238,Valentina Cruz,CDMX,42.0,,67.73006265215541,Ropa
239,Valentina Cruz,Bogotá,56.0,2023-01-15,77.99745587028528,Electrónica
240,María López,CDMX,26.0,,185.0586371155449,Electrónica
241,María López,Bogotá,45.0,2023-02-15,209.47352444623203,Hogar
242,María López,CDMX,39.0,2023-02-15,107.6519325840836,Hogar
243,Juan Torres,Santiago,60.0,2023-10-03,135.1218248320004,Hogar
244,Andres Silva,Lima,63.0,,155.21005519759382,Ropa
245,Pedro Gómez,Lima,21.0,2023-01-15,77.99745587028528,Hogar
246,Andres Silva,Lima,43.0,2023-01-15,142.49722064837366,Electrónica
247,Ana García,Santiago,46.0,2023-04-10,229.72525316124865,Electrónica
248,Andres Silva,Lima,62.0,2023-01-15,232.10075800681847,Ropa
249,Juan Torres,Lima,51.0,2023-10-03,179.7377170832643,Electrónica
250,Ana García,Bogotá,40.0,2023-10-03,198.20435841441787,Ropa
251,Andres Silva,Bogotá,54.0,2023-01-15,25.02971425632134,Electrónica
252,Juan Torres,Lima,28.0,2023-01-15,198.20435841441787,Electrónica
253,Pedro Gómez,Santiago,23.0,2023-04-10,179.7377170832643,Electrónica
254,Andres Silva,Bogotá,35.0,2023-01-15,42.33049431981426,Hogar
255,Juan Torres,Bogotá,38.0,2023-04-10,77.99745587028528,Electrónica
256,María López,Bogotá,59.0,2023-04-10,83.84551032962509,Electrónica
257,Valentina Cruz,Lima,53.0,2023-01-15,42.33049431981426,Ropa
258,María López,Bogotá,58.0,2023-02-15,156.2788226735771,Ropa
259,Valentina Cruz,Santiago,55.0,2023-02-15,199.0882743495797,Ropa
260,Luis Pérez,Santiago,51.0,2023-04-10,198.20435841441787,Ropa
261,Luis Pérez,Lima,34.0,2023-01-15,199.0882743495797,Electrónica
262,Luis Pérez,Lima,54.0,2023-02-15,219.2136409255259,Ropa
263,Pedro Gómez,Santiago,42.0,2023-01-15,192.67077793901535,Electrónica
264,María López,Santiago,55.0,2023-01-15,201.128521600482,Ropa
265,Valentina Cruz,Santiago,29.0,2023-01-15,77.99745587028528,Ropa
266,Juan Torres,Santiago,40.0,,137.79216823546756,Hogar
267,Ana García,Santiago,45.0,2023-01-15,94.82053413921145,Electrónica
268,Juan Torres,Bogotá,59.0,,107.6519325840836,Ropa
269,Ana García,CDMX,39.0,2023-04-10,94.82053413921145,Hogar
270,Sofía Ramírez,Lima,38.0,2023-02-15,155.21005519759382,Hogar
271,Juan Torres,Santiago,44.0,2023-02-15,209.47352444623203,Hogar
272,Andres Silva,Bogotá,48.0,2023-02-15,179.7377170832643,Electrónica
273,Andres Silva,Lima,23.0,2023-02-15,112.30177055666618,Electrónica
274,Carla Díaz,CDMX,44.0,2023-02-15,185.0586371155449,Electrónica
275,María López,Lima,57.0,2023-02-15,199.0882743495797,Electrónica
276,Ana García,Lima,51.0,2023-02-15,95.1862456552399,Ropa
277,Ana García,Bogotá,29.0,2023-04-10,155.21005519759382,Hogar
278,María López,CDMX,62.0,2023-01-15,178.195456002618,Electrónica
279,Pedro Gómez,Bogotá,45.0,2023-10-03,218.78534066558095,Hogar
280,Carla Díaz,Santiago,24.0,,232.10075800681847,Hogar
281,Pedro Gómez,CDMX,27.0,2023-10-03,178.195456002618,Ropa
282,Pedro Gómez,CDMX,62.0,2023-10-03,88.61960924315038,Ropa
283,Pedro Gómez,Lima,34.0,2023-01-15,199.0882743495797,Ropa
284,María López,Santiago,43.0,2023-01-15,229.72525316124865,Electrónica
285,Pedro Gómez,CDMX,38.0,2023-01-15,88.61960924315038,Hogar
286,Andres Silva,Lima,45.0,2023-02-15,100.57044464245412,Ropa
287,Luis Pérez,CDMX,63.0,2023-04-10,150.7789523790734,Electrónica
288,Sofía Ramírez,Lima,19.0,2023-02-15,271.98762031696367,Ropa
289,Ana García,CDMX,45.0,2023-04-10,271.98762031696367,Ropa
290,Ana García,Lima,60.0,2023-04-10,264.5471286295371,Hogar
291,Sofía Ramírez,Santiago,18.0,2023-10-03,95.1862456552399,Ropa
292,María López,Bogotá,68.0,2023-10-03,201.128521600482,Electrónica
293,Juan Torres,Lima,45.0,2023-04-10,77.99745587028528,Hogar
294,María López,Lima,53.0,2023-04-10,83.84551032962509,Hogar
295,Ana García,Santiago,68.0,2023-02-15,42.33049431981426,Ropa
296,Ana García,CDMX,43.0,2023-02-15,80.5213766618202,Hogar
297,Sofía Ramírez,Bogotá,46.0,2023-10-03,185.0586371155449,Electrónica
298,Pedro Gómez,Santiago,38.0,2023-01-15,271.98762031696367,Hogar
299,María López,CDMX,28.0,2023-04-10,80.5213766618202,Ropa
300,Valentina Cruz,Santiago,57.0,2023-02-15,65.35215929023073,Hogar
301,Sofía Ramírez,Lima,28.0,2023-10-03,198.20435841441787,Electrónica
302,Andres Silva,CDMX,53.0,2023-02-15,115.5924827411138,Hogar
303,Ana García,Bogotá,66.0,2023-04-10,118.05191261552488,Hogar
304,Sofía Ramírez,Santiago,56.0,2023-04-10,201.128521600482,Electrónica
305,María López,Santiago,57.0,,155.21005519759382,Electrónica
306,Ana García,Lima,52.0,2023-01-15,179.8700034924929,Ropa
307,Juan Torres,Bogotá,45.0,,118.05191261552488,Hogar
308,Sofía Ramírez,Santiago,51.0,2023-10-03,178.195456002618,Ropa
309,Carla Díaz,Bogotá,45.0,2023-02-15,156.2788226735771,Electrónica
310,Ana García,Santiago,64.0,2023-10-03,199.0882743495797,Ropa
311,María López,Lima,41.0,2023-04-10,198.20435841441787,Ropa
312,Luis Pérez,Santiago,45.0,,141.34640878580652,Electrónica
313,Valentina Cruz,Lima,39.0,,71.47496981884115,Ropa
314,Diego Morales,Bogotá,22.0,,201.128521600482,Electrónica
315,Pedro Gómez,Bogotá,50.0,2023-10-03,229.72525316124865,Electrónica
316,Diego Morales,Lima,53.0,2023-04-10,142.49722064837366,Electrónica
317,María López,CDMX,64.0,2023-02-15,115.5924827411138,Electrónica
318,Andres Silva,CDMX,37.0,2023-02-15,118.05191261552488,Ropa
319,Andres Silva,Lima,36.0,2023-10-03,142.49722064837366,Ropa
320,Luis Pérez,Lima,52.0,,179.7377170832643,Electrónica
321,Pedro Gómez,Santiago,69.0,2023-01-15,232.10075800681847,Electrónica
322,Carla Díaz,Santiago,60.0,2023-10-03,142.49722064837366,Electrónica
323,Luis Pérez,Bogotá,34.0,2023-10-03,264.5471286295371,Hogar
324,Diego Morales,Bogotá,62.0,2023-04-10,94.82053413921145,Hogar
325,Luis Pérez,Bogotá,60.0,2023-02-15,155.21005519759382,Hogar
326,Diego Morales,Santiago,51.0,2023-10-03,135.1218248320004,Hogar
327,Ana García,Lima,26.0,2023-10-03,107.6519325840836,Electrónica
328,Andres Silva,CDMX,43.0,,107.6519325840836,Electrónica
329,Ana García,Bogotá,19.0,,219.2136409255259,Ropa
330,Valentina Cruz,Bogotá,45.0,2023-01-15,88.61960924315038,Hogar
331,Pedro Gómez,Santiago,26.0,2023-04-10,88.61960924315038,Hogar
332,Carla Díaz,Lima,26.0,2023-01-15,155.21005519759382,Ropa
333,Diego Morales,Bogotá,57.0,,146.8703436050239,Electrónica
334,Carla Díaz,Bogotá,34.0,2023-02-15,100.43038252718463,Electrónica
335,Diego Morales,Bogotá,18.0,,187.94642948933824,Ropa
336,María López,Bogotá,42.0,2023-04-10,155.21005519759382,Hogar
337,Luis Pérez,Bogotá,60.0,,155.21005519759382,Electrónica
338,Valentina Cruz,CDMX,57.0,2023-04-10,80.5213766618202,Ropa
339,Andres Silva,Bogotá,59.0,2023-04-10,155.21005519759382,Electrónica
340,Diego Morales,CDMX,42.0,2023-04-10,192.67077793901535,Ropa
341,Carla Díaz,CDMX,56.0,2023-04-10,164.0595711984688,Electrónica
342,Valentina Cruz,Santiago,52.0,2023-04-10,155.21005519759382,Ropa
343,Juan Torres,CDMX,20.0,2023-02-15,71.47496981884115,Electrónica
344,Juan Torres,Lima,67.0,2023-01-15,187.94642948933824,Hogar
345,Ana García,Lima,54.0,2023-10-03,155.21005519759382,Electrónica
346,Andres Silva,CDMX,61.0,2023-01-15,179.7377170832643,Ropa
347,María López,Bogotá,61.0,2023-04-10,135.1218248320004,Electrónica
348,Carla Díaz,Bogotá,68.0,2023-02-15,25.02971425632134,Electrónica
349,Luis Pérez,CDMX,47.0,,264.5471286295371,Electrónica
350,Luis Pérez,Bogotá,55.0,2023-02-15,200.4908544671317,Electrónica
351,Carla Díaz,Lima,51.0,2023-04-10,77.99745587028528,Ropa
352,Pedro Gómez,Bogotá,29.0,2023-02-15,135.1218248320004,Ropa
353,María López,Bogotá,36.0,2023-02-15,187.94642948933824,Electrónica
354,Valentina Cruz,Bogotá,54.0,2023-04-10,200.4908544671317,Ropa
355,Diego Morales,Bogotá,61.0,2023-02-15,179.8700034924929,Electrónica
356,Pedro Gómez,Lima,66.0,2023-10-03,198.20435841441787,Electrónica
357,Diego Morales,CDMX,34.0,2023-10-03,25.02971425632134,Electrónica
358,Diego Morales,Bogotá,27.0,2023-02-15,232.10075800681847,Ropa
359,Pedro Gómez,Lima,45.0,,164.0595711984688,Ropa
360,Ana García,Santiago,66.0,2023-04-10,229.72525316124865,Hogar
361,Juan Torres,Lima,64.0,2023-10-03,232.10075800681847,Electrónica
362,Diego Morales,CDMX,29.0,,156.2788226735771,Electrónica
363,Pedro Gómez,Santiago,33.0,2023-02-15,115.5924827411138,Hogar
364,Pedro Gómez,Lima,41.0,,155.21005519759382,Hogar
365,Sofía Ramírez,Bogotá,36.0,2023-01-15,179.8700034924929,Hogar
366,Ana García,Bogotá,25.0,2023-10-03,137.79216823546756,Electrónica
367,Andres Silva,Santiago,48.0,2023-02-15,95.1862456552399,Electrónica
368,Sofía Ramírez,Bogotá,38.0,2023-04-10,232.10075800681847,Ropa
369,Sofía Ramírez,Bogotá,34.0,2023-02-15,133.75843082456888,Ropa
370,Carla Díaz,Lima,40.0,2023-04-10,71.47496981884115,Electrónica
371,Juan Torres,Bogotá,54.0,2023-02-15,100.57044464245412,Ropa
372,Pedro Gómez,Lima,45.0,,232.10075800681847,Electrónica
373,Juan Torres,Bogotá,33.0,,155.21005519759382,Electrónica
